id,translations,created_at,language_code
dde2f81b-e441-4aa2-928a-bf007509fa70,"{""upload_qr"": ""QR കോഡ് അപ്‌ലോഡ് ചെയ്യുക"", ""enter_code"": ""റഫറൽ കോഡ് നൽകുക"", ""state_label"": ""സംസ്ഥാനം തിരഞ്ഞെടുക്കുക"", ""accept_terms"": ""ഞാൻ നിബന്ധനകളും വ്യവസ്ഥകളും അംഗീകരിക്കുന്നു"", ""country_label"": ""രാജ്യം തിരഞ്ഞെടുക്കുക"", ""language_label"": ""ഭാഷ തിരഞ്ഞെടുക്കുക"", ""continue_button"": ""തുടരുക"", ""welcome_heading"": ""CONNECTA ലേക്ക് സ്വാഗതം"", ""welcome_subtitle"": ""ദയവായി നിങ്ങളുടെ QR കോഡ് അപ്‌ലോഡ് ചെയ്യുക അല്ലെങ്കിൽ റഫറൽ കോഡ് നൽകുക"", ""terms_and_conditions"": ""നിബന്ധനകളും വ്യവസ്ഥകളും""}",,malayalam
ed0393c1-d856-4795-8656-ff5b47213e96,"{""upload_qr"": ""QR कोड अपलोड करा"", ""enter_code"": ""रेफरल कोड प्रविष्ट करा"", ""state_label"": ""राज्य निवडा"", ""accept_terms"": ""मी अटी व शर्ती स्वीकारतो/स्विकारते"", ""country_label"": ""देश निवडा"", ""language_label"": ""भाषा निवडा"", ""continue_button"": ""सुरू ठेवा"", ""welcome_heading"": ""CONNECTA मध्ये आपले स्वागत आहे"", ""welcome_subtitle"": ""कृपया आपला QR कोड अपलोड करा किंवा रेफरल कोड प्रविष्ट करा"", ""terms_and_conditions"": ""अटी व शर्ती""}",,marathi
a40f8a05-adb7-4df3-9455-9afd206d2660,"{""upload_qr"": ""QR код оруулах"", ""enter_code"": ""Урамшууллын код оруулах"", ""state_label"": ""Муж сонгоно уу"", ""accept_terms"": ""Би нөхцөл, болзлыг зөвшөөрч байна"", ""country_label"": ""Улс сонгоно уу"", ""language_label"": ""Хэлийг сонгоно уу"", ""continue_button"": ""Үргэлжлүүлэх"", ""welcome_heading"": ""CONNECTA-д тавтай морилно уу"", ""welcome_subtitle"": ""Та QR кодоо оруулна уу эсвэл урамшууллын кодыг оруулна уу"", ""terms_and_conditions"": ""Нөхцөл, болзол""}",,mongolian
07bae78e-ad2a-4488-b332-4955c74b8e9b,"{""upload_qr"": ""QR कोड अपलोड गर्नुहोस्"", ""enter_code"": ""सन्दर्भ कोड प्रविष्ट गर्नुहोस्"", ""state_label"": ""राज्य चयन गर्नुहोस्"", ""accept_terms"": ""म सर्तहरू र नियमहरू स्वीकार गर्छु"", ""country_label"": ""देश चयन गर्नुहोस्"", ""language_label"": ""भाषा चयन गर्नुहोस्"", ""continue_button"": ""जारी राख्नुहोस्"", ""welcome_heading"": ""CONNECTA मा स्वागत छ"", ""welcome_subtitle"": ""कृपया आफ्नो QR कोड अपलोड गर्नुहोस् वा सन्दर्भ कोड प्रविष्ट गर्नुहोस्"", ""terms_and_conditions"": ""सर्तहरू र नियमहरू""}",,nepali
27d29314-ab9a-4def-85cb-71deacd177d7,"{""upload_qr"": ""Last opp QR-kode"", ""enter_code"": ""Skriv inn henvisningskode"", ""state_label"": ""Velg stat"", ""accept_terms"": ""Jeg godtar vilkårene og betingelsene"", ""country_label"": ""Velg land"", ""language_label"": ""Velg språk"", ""continue_button"": ""Fortsett"", ""welcome_heading"": ""Velkommen til CONNECTA"", ""welcome_subtitle"": ""Last opp QR-koden din eller skriv inn henvisningskoden"", ""terms_and_conditions"": ""Vilkår og betingelser""}",,norwegian
ad7e32a0-921a-4f8d-b213-57954e03c21f,"{""upload_qr"": ""آپلود کد QR"", ""enter_code"": ""وارد کردن کد معرفی"", ""state_label"": ""انتخاب ایالت"", ""accept_terms"": ""من شرایط و ضوابط را می‌پذیرم"", ""country_label"": ""انتخاب کشور"", ""language_label"": ""انتخاب زبان"", ""continue_button"": ""ادامه دهید"", ""welcome_heading"": ""به CONNECTA خوش آمدید"", ""welcome_subtitle"": ""لطفاً کد QR خود را آپلود کنید یا کد معرفی را وارد کنید"", ""terms_and_conditions"": ""شرایط و ضوابط""}",,persian
546f900e-84e6-424d-86f7-eb86dfb4365d,"{""upload_qr"": ""Prześlij kod QR"", ""enter_code"": ""Wprowadź kod polecający"", ""state_label"": ""Wybierz stan"", ""accept_terms"": ""Akceptuję warunki i zasady"", ""country_label"": ""Wybierz kraj"", ""language_label"": ""Wybierz język"", ""continue_button"": ""Kontynuuj"", ""welcome_heading"": ""Witamy w CONNECTA"", ""welcome_subtitle"": ""Prześlij swój kod QR lub wprowadź kod polecający"", ""terms_and_conditions"": ""Warunki i Zasady""}",,polish
406144c7-ebe0-41b8-88dd-3b3713e0dc16,"{""upload_qr"": ""Enviar código QR"", ""enter_code"": ""Inserir código de referência"", ""state_label"": ""Selecionar estado"", ""accept_terms"": ""Eu aceito os termos e condições"", ""country_label"": ""Selecionar país"", ""language_label"": ""Selecionar idioma"", ""continue_button"": ""Continuar"", ""welcome_heading"": ""Bem-vindo ao CONNECTA"", ""welcome_subtitle"": ""Por favor, envie seu código QR ou insira o código de referência"", ""terms_and_conditions"": ""Termos e Condições""}",,portuguese
b1cb3bc2-5e5a-408e-b53c-51921a9e1f34,"{""upload_qr"": ""QR ਕੋਡ ਅੱਪਲੋਡ ਕਰੋ"", ""enter_code"": ""ਰੈਫਰਲ ਕੋਡ ਦਰਜ ਕਰੋ"", ""state_label"": ""ਰਾਜ ਚੁਣੋ"", ""accept_terms"": ""ਮੈਂ ਨਿਯਮ ਅਤੇ ਸ਼ਰਤਾਂ ਨੂੰ ਮਨਜ਼ੂਰ ਕਰਦਾ/ਕਰਦੀ ਹਾਂ"", ""country_label"": ""ਦੇਸ਼ ਚੁਣੋ"", ""language_label"": ""ਭਾਸ਼ਾ ਚੁਣੋ"", ""continue_button"": ""ਜਾਰੀ ਰੱਖੋ"", ""welcome_heading"": ""CONNECTA ਵਿੱਚ ਤੁਹਾਡਾ ਸਵਾਗਤ ਹੈ"", ""welcome_subtitle"": ""ਕਿਰਪਾ ਕਰਕੇ ਆਪਣਾ QR ਕੋਡ ਅੱਪਲੋਡ ਕਰੋ ਜਾਂ ਰੈਫਰਲ ਕੋਡ ਦਰਜ ਕਰੋ"", ""terms_and_conditions"": ""ਨਿਯਮ ਅਤੇ ਸ਼ਰਤਾਂ""}",,punjabi
ac7b1940-e55c-40bd-8d2e-f1116d61b584,"{""upload_qr"": ""Chargia il code QR"", ""enter_code"": ""Endatescha il code da referenza"", ""state_label"": ""Tscherna il stadi"", ""accept_terms"": ""Jau accept las cundiziuns generalas"", ""country_label"": ""Tscherna il pajais"", ""language_label"": ""Tscherna la lingua"", ""continue_button"": ""Proseguir"", ""welcome_heading"": ""Bainvegni tar CONNECTA"", ""welcome_subtitle"": ""Per plaschair chargia il code QR u endatescha il code da referenza"", ""terms_and_conditions"": ""Cundiziuns generalas""}",,romansh
c794f8ca-2c02-48f4-b7e4-2399b3a4b770,"{""upload_qr"": ""Загрузить QR-код"", ""enter_code"": ""Введите реферальный код"", ""state_label"": ""Выберите штат/регион"", ""accept_terms"": ""Я принимаю условия и положения"", ""country_label"": ""Выберите страну"", ""language_label"": ""Выберите язык"", ""continue_button"": ""Продолжить"", ""welcome_heading"": ""Добро пожаловать в CONNECTA"", ""welcome_subtitle"": ""Пожалуйста, загрузите свой QR-код или введите реферальный код"", ""terms_and_conditions"": ""Условия и положения""}",,russian
3cec0d3e-e6c5-4ff3-9f05-da284d6a52ec,"{""upload_qr"": ""Otpremi QR kod"", ""enter_code"": ""Unesi referalni kod"", ""state_label"": ""Izaberite pokrajinu"", ""accept_terms"": ""Prihvatam uslove korišćenja"", ""country_label"": ""Izaberite državu"", ""language_label"": ""Izaberite jezik"", ""continue_button"": ""Nastavi"", ""welcome_heading"": ""Dobrodošli u CONNECTA"", ""welcome_subtitle"": ""Molimo vas da otpremite svoj QR kod ili unesete referalni kod"", ""terms_and_conditions"": ""Uslovi korišćenja""}",,serbian
f4f46abb-d4d1-466d-a9f5-a8a73294eab0,"{""upload_qr"": ""QR කේතය උඩුගත කරන්න"", ""enter_code"": ""යොමු කේතය ඇතුලත් කරන්න"", ""state_label"": ""ප්‍රාන්තය තෝරන්න"", ""accept_terms"": ""මම නියමයන් සහ කොන්දේසි පිළිගන්නෙමි"", ""country_label"": ""රට තෝරන්න"", ""language_label"": ""භාෂාව තෝරන්න"", ""continue_button"": ""ඉදිරියට යන්න"", ""welcome_heading"": ""CONNECTA වෙත පිළිගනිමු"", ""welcome_subtitle"": ""කරුණාකර ඔබගේ QR කේතය උඩුගත කරන්න හෝ යොමු කේතය ඇතුලත් කරන්න"", ""terms_and_conditions"": ""නියමයන් සහ කොන්දේසි""}",,sinhala
10b11409-1aa6-4a0b-a519-ec3a33b5703f,"{""upload_qr"": ""Nahrať QR kód"", ""enter_code"": ""Zadajte odporúčací kód"", ""state_label"": ""Vyberte štát"", ""accept_terms"": ""Súhlasím s podmienkami"", ""country_label"": ""Vyberte krajinu"", ""language_label"": ""Vyberte jazyk"", ""continue_button"": ""Pokračovať"", ""welcome_heading"": ""Vitajte v CONNECTA"", ""welcome_subtitle"": ""Nahrajte svoj QR kód alebo zadajte odporúčací kód"", ""terms_and_conditions"": ""Podmienky a pravidlá""}",,slovak
bb797ab2-baa9-4a36-8fa9-fb872e2c3611,"{""upload_qr"": ""Naloži QR kodo"", ""enter_code"": ""Vnesi referenčno kodo"", ""state_label"": ""Izberite zvezno državo"", ""accept_terms"": ""Sprejemam pogoje in določila"", ""country_label"": ""Izberite državo"", ""language_label"": ""Izberite jezik"", ""continue_button"": ""Nadaljuj"", ""welcome_heading"": ""Dobrodošli v CONNECTA"", ""welcome_subtitle"": ""Naložite svojo QR kodo ali vnesite referenčno kodo"", ""terms_and_conditions"": ""Pogoji in določila""}",,slovenian
65a811eb-e8e6-4563-93f0-eec4775f9d98,"{""upload_qr"": ""Subir código QR"", ""enter_code"": ""Introducir código de referencia"", ""state_label"": ""Seleccionar estado"", ""accept_terms"": ""Acepto los términos y condiciones"", ""country_label"": ""Seleccionar país"", ""language_label"": ""Seleccionar idioma"", ""continue_button"": ""Continuar"", ""welcome_heading"": ""Bienvenido a CONNECTA"", ""welcome_subtitle"": ""Por favor, suba su código QR o introduzca el código de referencia"", ""terms_and_conditions"": ""Términos y Condiciones""}",,spanish
ab8ebd12-9b8f-4a2a-b67e-1d6cd77e0c65,"{""upload_qr"": ""Pakia Msimbo wa QR"", ""enter_code"": ""Weka Nambari ya Rufaa"", ""state_label"": ""Chagua Jimbo"", ""accept_terms"": ""Nakubali masharti na vigezo"", ""country_label"": ""Chagua Nchi"", ""language_label"": ""Chagua Lugha"", ""continue_button"": ""Endelea"", ""welcome_heading"": ""Karibu CONNECTA"", ""welcome_subtitle"": ""Tafadhali pakia msimbo wako wa QR au ingiza nambari ya rufaa"", ""terms_and_conditions"": ""Masharti na Vigezo""}",,swahili
40a5ce6f-4bc2-4beb-bf3b-cc2d7b32397a,"{""upload_qr"": ""Ladda upp QR-kod"", ""enter_code"": ""Ange referenskod"", ""state_label"": ""Välj delstat"", ""accept_terms"": ""Jag accepterar villkoren"", ""country_label"": ""Välj land"", ""language_label"": ""Välj språk"", ""continue_button"": ""Fortsätt"", ""welcome_heading"": ""Välkommen till CONNECTA"", ""welcome_subtitle"": ""Ladda upp din QR-kod eller ange referenskoden"", ""terms_and_conditions"": ""Villkor""}",,swedish
78fd0eb2-c340-46db-a473-b35417c3b171,"{""upload_qr"": ""QR కోడ్‌ను అప్‌లోడ్ చేయండి"", ""enter_code"": ""రెఫరల్ కోడ్‌ను నమోదు చేయండి"", ""state_label"": ""రాష్ట్రాన్ని ఎంచుకోండి"", ""accept_terms"": ""నేను నిబంధనలు మరియు షరతులను అంగీకరిస్తున్నాను"", ""country_label"": ""దేశాన్ని ఎంచుకోండి"", ""language_label"": ""భాషను ఎంచుకోండి"", ""continue_button"": ""కొనసాగించు"", ""welcome_heading"": ""CONNECTA కు స్వాగతం"", ""welcome_subtitle"": ""దయచేసి మీ QR కోడ్‌ను అప్‌లోడ్ చేయండి లేదా రిఫerral కోడ్‌ను నమోదు చేయండి"", ""terms_and_conditions"": ""నిబంధనలు మరియు షరతులు""}",,telugu
231c0951-0886-43c8-a391-ae8e4ff7a10a,"{""upload_qr"": ""Laai QR-kode op"", ""enter_code"": ""Voer verwysingskode in"", ""state_label"": ""Kies Staat"", ""accept_terms"": ""Ek aanvaar die bepalings en voorwaardes"", ""country_label"": ""Kies Land"", ""language_label"": ""Kies Taal"", ""continue_button"": ""Gaan voort"", ""welcome_heading"": ""Welkom by CONNECTA"", ""welcome_subtitle"": ""Laai asseblief jou QR-kode op of voer die verwysingskode in"", ""terms_and_conditions"": ""Bepalings en Voorwaardes""}",,afrikaans
ae89a053-4701-476e-afaf-65decc66b21b,"{""upload_qr"": ""QR ကုဒ် အပ်လုဒ်လုပ်ပါ"", ""enter_code"": ""ရည်ညွှန်းကုဒ် ထည့်ပါ"", ""state_label"": ""ပြည်နယ် ရွေးချယ်ပါ"", ""accept_terms"": ""ကျွန်ုပ်သည် စည်းကမ်းနှင့်သတ်မှတ်ချက်များကို လက်ခံပါသည်"", ""country_label"": ""နိုင်ငံ ရွေးချယ်ပါ"", ""language_label"": ""ဘာသာစကား ရွေးချယ်ပါ"", ""continue_button"": ""ဆက်လက်လုပ်ဆောင်ရန်"", ""welcome_heading"": ""CONNECTA မှ ကြိုဆိုပါသည်"", ""welcome_subtitle"": ""ကျေးဇူးပြု၍ သင်၏ QR ကုဒ်ကို အပ်လုဒ်လုပ်ပါ သို့မဟုတ် ရည်ညွှန်းကုဒ်ကို ထည့်ပါ"", ""terms_and_conditions"": ""စည်းကမ်းများနှင့် သတ်မှတ်ချက်များ""}",,burmese
730420c4-9b7f-4938-9623-b3162bbb3c3d,{},,chinese_simplified
57aa1099-b737-4f5d-8f4d-c7ca9d220718,{},,chinese_traditional
bfe55a51-5573-4f22-b978-470d0a28e3f0,"{""upload_qr"": ""Nahrát QR kód"", ""enter_code"": ""Zadejte doporučující kód"", ""state_label"": ""Vyberte stát"", ""accept_terms"": ""Souhlasím s podmínkami"", ""country_label"": ""Vyberte zemi"", ""language_label"": ""Vyberte jazyk"", ""continue_button"": ""Pokračovat"", ""welcome_heading"": ""Vítejte v CONNECTA"", ""welcome_subtitle"": ""Nahrajte prosím svůj QR kód nebo zadejte doporučující kód"", ""terms_and_conditions"": ""Podmínky a ujednání""}",,czech
c6e9ab7f-ea77-4b90-8795-5c1315f83e1f,{},,egyptian_arabic
cb61768f-b78e-4974-9b9b-93234ad57513,{},,french_canada
65db5835-c840-4764-b3ce-52745f24ff9f,{},,french_france
588fb687-892c-4ae7-9c69-1e07a54fae66,"{""upload_qr"": ""QR-Code hochladen"", ""enter_code"": ""Empfehlungscode eingeben"", ""state_label"": ""Bundesland auswählen"", ""accept_terms"": ""Ich akzeptiere die Allgemeinen Geschäftsbedingungen"", ""country_label"": ""Land auswählen"", ""language_label"": ""Sprache auswählen"", ""continue_button"": ""Weiter"", ""welcome_heading"": ""Willkommen bei CONNECTA"", ""welcome_subtitle"": ""Bitte laden Sie Ihren QR-Code hoch oder geben Sie den Empfehlungscode ein"", ""terms_and_conditions"": ""Allgemeine Geschäftsbedingungen""}",,german
c2ba59a6-49af-47b9-a753-ffeb9874797b,"{""upload_qr"": ""QR-kód feltöltése"", ""enter_code"": ""Ajánlókód megadása"", ""state_label"": ""Válasszon államot"", ""accept_terms"": ""Elfogadom a feltételeket"", ""country_label"": ""Válasszon országot"", ""language_label"": ""Válasszon nyelvet"", ""continue_button"": ""Folytatás"", ""welcome_heading"": ""Üdvözöljük a CONNECTA-nál"", ""welcome_subtitle"": ""Kérjük, töltse fel QR-kódját, vagy írja be az ajánlókódot"", ""terms_and_conditions"": ""Feltételek és kikötések""}",,hungarian
58f56eac-72c1-4e89-bf1a-07459011c9e0,"{""upload_qr"": ""QR ಕೋಡ್ ಅಪ್‌ಲೋಡ್ ಮಾಡಿ"", ""enter_code"": ""ರೆಫರಲ್ ಕೋಡ್ ನಮೂದಿಸಿ"", ""state_label"": ""ರಾಜ್ಯ ಆಯ್ಕೆಮಾಡಿ"", ""accept_terms"": ""ನಾನು ನಿಬಂಧನೆಗಳು ಮತ್ತು ಶರತ್ತುಗಳನ್ನು ಒಪ್ಪುತ್ತೇನೆ"", ""country_label"": ""ದೇಶ ಆಯ್ಕೆಮಾಡಿ"", ""language_label"": ""ಭಾಷೆ ಆಯ್ಕೆಮಾಡಿ"", ""continue_button"": ""ಮುಂದುವರಿಸಿ"", ""welcome_heading"": ""CONNECTA ಗೆ ಸುಸ್ವಾಗತ"", ""welcome_subtitle"": ""ದಯವಿಟ್ಟು ನಿಮ್ಮ QR ಕೋಡ್ ಅಪ್‌ಲೋಡ್ ಮಾಡಿ ಅಥವಾ ರೆಫರಲ್ ಕೋಡ್ ನಮೂದಿಸಿ"", ""terms_and_conditions"": ""ನಿಬಂಧನೆಗಳು ಮತ್ತು ಶರತ್ತುಗಳು""}",,kannada
e26cc61a-f1e4-4627-bb02-d14eaf73c371,{},,korean (1)
afcbffb3-5ac2-4ed4-9bb4-5edba15f4802,"{""upload_qr"": ""Поставете QR код"", ""enter_code"": ""Внесете референтен код"", ""state_label"": ""Изберете сојузна држава"", ""accept_terms"": ""Јас ги прифаќам условите и правилата"", ""country_label"": ""Изберете држава"", ""language_label"": ""Изберете јазик"", ""continue_button"": ""Продолжи"", ""welcome_heading"": ""Добредојдовте во CONNECTA"", ""welcome_subtitle"": ""Ве молиме поставете го вашиот QR код или внесете го референтниот код"", ""terms_and_conditions"": ""Услови и правила""}",,macedonian
eef69c46-6e60-4100-b7a9-2440c9f962f3,{},,malay_malaysia
448c97d1-8fe4-486b-9a39-fb41c463a239,{},,mandarin_chinese
ef465c44-e315-412c-8879-6b74c3f5bd54,{},,nigerian_pidgin
1fadd6e4-c4bd-47f5-acea-d545e5b5e03d,{},,portuguese_brazil
503199f5-7c72-4237-ae99-a9f5da0af04e,{},,portuguese_portugal
5e26df02-0292-4766-bb77-9e52d73f645d,"{""upload_qr"": ""Încărcați codul QR"", ""enter_code"": ""Introduceți codul de recomandare"", ""state_label"": ""Selectați statul"", ""accept_terms"": ""Accept termenii și condițiile"", ""country_label"": ""Selectați țara"", ""language_label"": ""Selectați limba"", ""continue_button"": ""Continuați"", ""welcome_heading"": ""Bine ați venit la CONNECTA"", ""welcome_subtitle"": ""Vă rugăm să încărcați codul QR sau să introduceți codul de recomandare"", ""terms_and_conditions"": ""Termeni și Condiții""}",,romanian
532ef757-1536-45cb-aaea-bca66af1eae7,{},,romansh (1)
90ff10a3-2d96-4136-936c-3fd768657ced,{},,spanish_latam
66753d43-c137-4f9c-a791-07a855078ecf,{},,spanish_spain
b99b6ac8-cc27-4b11-a280-cbd7be415213,"{""upload_qr"": ""Tải mã QR lên"", ""enter_code"": ""Nhập mã giới thiệu"", ""state_label"": ""Chọn tiểu bang"", ""accept_terms"": ""Tôi đồng ý với các điều khoản và điều kiện"", ""country_label"": ""Chọn quốc gia"", ""language_label"": ""Chọn ngôn ngữ"", ""continue_button"": ""Tiếp tục"", ""welcome_heading"": ""Chào mừng đến với CONNECTA"", ""welcome_subtitle"": ""Vui lòng tải lên mã QR của bạn hoặc nhập mã giới thiệu"", ""terms_and_conditions"": ""Điều khoản và điều kiện""}",,vietnamese
e98579a4-6922-4076-8783-92142816ce89,"{""upload_qr"": ""Layisha ikhodi ye-QR"", ""enter_code"": ""Faka ikhodi yokudlulisa"", ""state_label"": ""Khetha isifundazwe"", ""accept_terms"": ""Ngiyavuma imigomo nemibandela"", ""country_label"": ""Khetha izwe"", ""language_label"": ""Khetha ulimi"", ""continue_button"": ""Qhubeka"", ""welcome_heading"": ""Siyakwamukela ku-CONNECTA"", ""welcome_subtitle"": ""Sicela ulayishe ikhodi yakho ye-QR noma ufake ikhodi yokudlulisa"", ""terms_and_conditions"": ""Imigomo nemibandela""}",,zulu
88ca2984-2bbf-4cdb-a561-32b7b81bc413,"{""upload_qr"": ""QR குறியீட்டை பதிவேற்றவும்"", ""enter_code"": ""பரிந்துரை குறியீட்டை உள்ளிடவும்"", ""state_label"": ""மாநிலத்தைத் தேர்ந்தெடுக்கவும்"", ""accept_terms"": ""நான் விதிமுறைகள் மற்றும் நிபந்தனைகளை ஏற்கின்றேன்"", ""country_label"": ""நாட்டைத் தேர்ந்தெடுக்கவும்"", ""language_label"": ""மொழியைத் தேர்ந்தெடுக்கவும்"", ""continue_button"": ""தொடரவும்"", ""welcome_heading"": ""CONNECTA வரவேற்கிறது"", ""welcome_subtitle"": ""தயவுசெய்து உங்கள் QR குறியீட்டை பதிவேற்றவும் அல்லது பரிந்துரை குறியீட்டை உள்ளிடவும்"", ""terms_and_conditions"": ""விதிமுறைகள் மற்றும் நிபந்தனைகள்""}",,tamil
60f1d39a-49ff-4425-ae59-caadc590d388,"{""upload_qr"": ""QR کوڈ اپ لوڈ کریں"", ""enter_code"": ""ریفرل کوڈ درج کریں"", ""state_label"": ""ریاست منتخب کریں"", ""accept_terms"": ""میں شرائط و ضوابط سے اتفاق کرتا ہوں"", ""country_label"": ""ملک منتخب کریں"", ""language_label"": ""زبان منتخب کریں"", ""continue_button"": ""جاری رکھیں"", ""welcome_heading"": ""CONNECTA میں خوش آمدید"", ""welcome_subtitle"": ""براہ کرم اپنا QR کوڈ اپ لوڈ کریں یا ریفرل کوڈ درج کریں"", ""terms_and_conditions"": ""شرائط و ضوابط""}",,urdu
